transaction_id,customer_id,date,time,description,payee,amount,channel
T_C006_0037,C006,2026-07-02,12:55:00,Payment to Payee_B_C006,Payee_B_C006,149.9,Web
T_C005_0045,C005,2026-07-02,13:44:00,Payment to Payee_A_C005,Payee_A_C005,68.29,Web
T_C001_0036,C001,2026-07-02,13:48:00,Payment to Payee_C_C001,Payee_C_C001,32.62,Web
T_C002_0039,C002,2026-07-02,15:44:00,Payment to Payee_B_C002,Payee_B_C002,45.87,Web
T_C006_0035,C006,2026-07-02,16:13:00,Payment to Payee_A_C006,Payee_A_C006,148.57,Web
T_C007_0039,C007,2026-07-02,17:45:00,Payment to Payee_A_C007,Payee_A_C007,138.41,Web
T_C002_0038,C002,2026-07-02,18:07:00,Payment to Payee_A_C002,Payee_A_C002,88.96,Web
T_C001_0035,C001,2026-07-02,18:32:00,Payment to Payee_A_C001,Payee_A_C001,95.26,Web
T_C005_0044,C005,2026-07-02,18:42:00,Payment to Payee_C_C005,Payee_C_C005,63.36,Web
T_C006_0036,C006,2026-07-02,19:53:00,Payment to Payee_A_C006,Payee_A_C006,101.51,Web
T_C003_0035,C003,2026-07-02,20:09:00,Payment to Payee_C_C003,Payee_C_C003,120.41,Web
T_C004_0042,C004,2026-07-02,20:41:00,Payment to Payee_B_C004,Payee_B_C004,61.29,Web
T_C007_0040,C007,2026-07-03,09:23:00,Payment to Payee_C_C007,Payee_C_C007,108.64,Web
T_C006_0039,C006,2026-07-03,09:49:00,Payment to Payee_A_C006,Payee_A_C006,123.66,Web
T_C005_0047,C005,2026-07-03,11:54:00,Payment to Payee_C_C005,Payee_C_C005,41.55,Web
T_C006_0038,C006,2026-07-03,13:55:00,Payment to Payee_B_C006,Payee_B_C006,124.34,Web
T_C005_0046,C005,2026-07-03,14:11:00,Payment to Payee_B_C005,Payee_B_C005,115.62,Web
T_C007_0041,C007,2026-07-03,14:37:00,Payment to Payee_B_C007,Payee_B_C007,24.14,Web
T_C003_0037,C003,2026-07-03,16:16:00,Payment to Payee_A_C003,Payee_A_C003,121.79,Web
T_C007_0042,C007,2026-07-04,10:10:00,Payment to Payee_B_C007,Payee_B_C007,112.53,Web
T_C002_0041,C002,2026-07-04,12:06:00,Payment to Payee_B_C002,Payee_B_C002,91.02,Web
T_C001_0037,C001,2026-07-04,15:01:00,Payment to Payee_B_C001,Payee_B_C001,25.66,Web
T_C006_0041,C006,2026-07-04,17:08:00,Payment to Payee_A_C006,Payee_A_C006,119.88,Web
T_C004_0043,C004,2026-07-04,18:28:00,Payment to Payee_B_C004,Payee_B_C004,142.84,Web
T_C006_0040,C006,2026-07-04,19:39:00,Payment to Payee_A_C006,Payee_A_C006,98.59,Web
T_C001_0038,C001,2026-07-04,20:19:00,Payment to Payee_A_C001,Payee_A_C001,43.52,Web
T_C005_0048,C005,2026-07-04,20:29:00,Payment to Payee_C_C005,Payee_C_C005,138.06,Web
T_C007_0043,C007,2026-07-04,20:40:00,Payment to Payee_C_C007,Payee_C_C007,144.49,Web
T_C003_0038,C003,2026-07-05,08:22:00,Payment to Payee_A_C003,Payee_A_C003,120.6,Web
T_C005_0051,C005,2026-07-05,09:59:00,Payment to Payee_B_C005,Payee_B_C005,72.97,Web
T_C007_0044,C007,2026-07-05,10:45:00,Payment to Payee_C_C007,Payee_C_C007,145.62,Web
T_C004_0046,C004,2026-07-05,11:07:00,Payment to Payee_A_C004,Payee_A_C004,13.63,Web
T_C005_0050,C005,2026-07-05,11:16:00,Payment to Payee_C_C005,Payee_C_C005,38.47,Web
T_C004_0045,C004,2026-07-05,13:25:00,Payment to Payee_B_C004,Payee_B_C004,54.01,Web
T_C005_0049,C005,2026-07-05,14:35:00,Payment to Payee_B_C005,Payee_B_C005,84.2,Web
T_C002_0042,C002,2026-07-05,14:45:00,Payment to Payee_C_C002,Payee_C_C002,37.77,Web
T_C007_0045,C007,2026-07-05,17:50:00,Payment to Payee_C_C007,Payee_C_C007,59.96,Web
T_C002_0044,C002,2026-07-05,19:49:00,Payment to Payee_C_C002,Payee_C_C002,52.22,Web
T_C002_0043,C002,2026-07-05,19:53:00,Payment to Payee_A_C002,Payee_A_C002,97.81,Web
T_C004_0044,C004,2026-07-05,20:04:00,Payment to Payee_C_C004,Payee_C_C004,90.35,Web
T_C003_0039,C003,2026-07-06,08:11:00,Payment to Payee_A_C003,Payee_A_C003,47.15,Web
T_C004_0049,C004,2026-07-06,11:39:00,Payment to Payee_B_C004,Payee_B_C004,49.98,Web
T_C004_0048,C004,2026-07-06,12:49:00,Payment to Payee_B_C004,Payee_B_C004,46.44,Web
T_C006_0043,C006,2026-07-06,13:45:00,Payment to Payee_C_C006,Payee_C_C006,50.97,Web
T_C007_0046,C007,2026-07-06,14:19:00,Payment to Payee_B_C007,Payee_B_C007,112.76,Web
T_C006_0042,C006,2026-07-06,16:17:00,Payment to Payee_A_C006,Payee_A_C006,93.56,Web
T_C004_0047,C004,2026-07-06,16:24:00,Payment to Payee_A_C004,Payee_A_C004,137.9,Web
T_C003_0040,C003,2026-07-06,19:26:00,Payment to Payee_C_C003,Payee_C_C003,83.65,Web
T_C005_0052,C005,2026-07-07,08:17:00,Payment to Payee_C_C005,Payee_C_C005,62.8,Web
T_C004_0050,C004,2026-07-07,09:08:00,Payment to Payee_B_C004,Payee_B_C004,129.4,Web
T_C001_0039,C001,2026-07-07,09:48:00,Payment to Payee_A_C001,Payee_A_C001,84.58,Web
T_C001_0041,C001,2026-07-07,10:16:00,Payment to Payee_C_C001,Payee_C_C001,83.87,Web
T_C001_0040,C001,2026-07-07,10:42:00,Payment to Payee_C_C001,Payee_C_C001,76.54,Web
T_C007_0047,C007,2026-07-07,10:46:00,Payment to Payee_C_C007,Payee_C_C007,10.25,Web
T_C006_0045,C006,2026-07-07,10:48:00,Payment to Payee_A_C006,Payee_A_C006,120.0,Web
T_C006_0044,C006,2026-07-07,16:57:00,Payment to Payee_A_C006,Payee_A_C006,105.1,Web
T_C003_0043,C003,2026-07-08,08:46:00,Payment to Payee_C_C003,Payee_C_C003,119.65,Web
T_C003_0042,C003,2026-07-08,09:28:00,Payment to Payee_C_C003,Payee_C_C003,80.54,Web
T_C006_0047,C006,2026-07-08,11:09:00,Payment to Payee_A_C006,Payee_A_C006,109.6,Web
T_C007_0050,C007,2026-07-08,11:40:00,Payment to Payee_B_C007,Payee_B_C007,89.18,Web
T_C001_0042,C001,2026-07-08,11:59:00,Payment to Payee_C_C001,Payee_C_C001,85.5,Web
T_C007_0049,C007,2026-07-08,13:58:00,Payment to Payee_C_C007,Payee_C_C007,123.23,Web
T_C003_0041,C003,2026-07-08,15:49:00,Payment to Payee_C_C003,Payee_C_C003,60.69,Web
T_C002_0045,C002,2026-07-08,16:27:00,Payment to Payee_A_C002,Payee_A_C002,102.61,Web
T_C002_0046,C002,2026-07-08,16:41:00,Payment to Payee_B_C002,Payee_B_C002,57.77,Web
T_C006_0046,C006,2026-07-08,18:08:00,Payment to Payee_A_C006,Payee_A_C006,108.2,Web
T_C001_0044,C001,2026-07-08,18:41:00,Payment to Payee_C_C001,Payee_C_C001,62.28,Web
T_C001_0043,C001,2026-07-08,19:12:00,Payment to Payee_B_C001,Payee_B_C001,109.81,Web
T_C004_0051,C004,2026-07-08,19:28:00,Payment to Payee_C_C004,Payee_C_C004,149.62,Web
T_C007_0048,C007,2026-07-08,20:36:00,Payment to Payee_C_C007,Payee_C_C007,14.53,Web
T_C001_0046,C001,2026-07-09,08:37:00,Payment to Payee_C_C001,Payee_C_C001,87.55,Web
T_C001_0045,C001,2026-07-09,09:15:00,Payment to Payee_B_C001,Payee_B_C001,41.46,Web
T_C002_0047,C002,2026-07-09,09:27:00,Payment to Payee_C_C002,Payee_C_C002,144.51,Web
T_C001_0047,C001,2026-07-09,11:00:00,Payment to Payee_C_C001,Payee_C_C001,19.94,Web
T_C007_0051,C007,2026-07-09,13:47:00,Payment to Payee_B_C007,Payee_B_C007,20.89,Web
T_C006_0048,C006,2026-07-09,15:09:00,Payment to Payee_B_C006,Payee_B_C006,90.84,Web
T_C003_0044,C003,2026-07-09,15:41:00,Payment to Payee_A_C003,Payee_A_C003,144.96,Web
T_C002_0048,C002,2026-07-09,15:45:00,Payment to Payee_A_C002,Payee_A_C002,31.42,Web
T_C003_0045,C003,2026-07-09,15:54:00,Payment to Payee_C_C003,Payee_C_C003,66.23,Web
T_C004_0053,C004,2026-07-09,16:18:00,Payment to Payee_A_C004,Payee_A_C004,134.79,Web
T_C004_0052,C004,2026-07-09,18:22:00,Payment to Payee_C_C004,Payee_C_C004,109.34,Web
T_C006_0049,C006,2026-07-09,18:26:00,Payment to Payee_A_C006,Payee_A_C006,62.52,Web
T_C006_0050,C006,2026-07-09,18:50:00,Payment to Payee_A_C006,Payee_A_C006,133.22,Web
T_C002_0049,C002,2026-07-09,19:33:00,Payment to Payee_B_C002,Payee_B_C002,145.17,Web
T_C007_0052,C007,2026-07-10,10:40:00,Payment to Payee_A_C007,Payee_A_C007,133.94,Web
T_C002_0051,C002,2026-07-10,12:20:00,Payment to Payee_A_C002,Payee_A_C002,129.24,Web
T_C002_0052,C002,2026-07-10,12:56:00,Payment to Payee_B_C002,Payee_B_C002,73.11,Web
T_C002_0050,C002,2026-07-10,15:27:00,Payment to Payee_C_C002,Payee_C_C002,125.6,Web
T_C006_0052,C006,2026-07-10,15:31:00,Payment to Payee_A_C006,Payee_A_C006,55.82,Web
T_C006_0051,C006,2026-07-10,16:47:00,Payment to Payee_B_C006,Payee_B_C006,48.95,Web
T_C007_0053,C007,2026-07-10,19:42:00,Payment to Payee_B_C007,Payee_B_C007,99.47,Web
T_C004_0054,C004,2026-07-10,20:23:00,Payment to Payee_A_C004,Payee_A_C004,81.23,Web
T_C005_0053,C005,2026-07-10,20:48:00,Payment to Payee_C_C005,Payee_C_C005,92.26,Web
T_C006_0053,C006,2026-07-10,20:54:00,Payment to Payee_C_C006,Payee_C_C006,112.58,Web
T_C007_0054,C007,2026-07-11,08:16:00,Payment to Payee_C_C007,Payee_C_C007,39.36,Web
T_C007_0055,C007,2026-07-11,09:22:00,Payment to Payee_A_C007,Payee_A_C007,45.93,Web
T_C001_0048,C001,2026-07-11,09:57:00,Payment to Payee_B_C001,Payee_B_C001,14.4,Web
T_C002_0054,C002,2026-07-11,10:31:00,Payment to Payee_B_C002,Payee_B_C002,39.7,Web
T_C006_0056,C006,2026-07-11,11:31:00,Payment to Payee_B_C006,Payee_B_C006,47.6,Web
T_C003_0048,C003,2026-07-11,12:39:00,Payment to Payee_C_C003,Payee_C_C003,98.63,Web
T_C002_0053,C002,2026-07-11,13:01:00,Payment to Payee_B_C002,Payee_B_C002,79.2,Web
T_C002_0055,C002,2026-07-11,13:17:00,Payment to Payee_C_C002,Payee_C_C002,133.24,Web
T_C003_0047,C003,2026-07-11,13:38:00,Payment to Payee_A_C003,Payee_A_C003,30.77,Web
T_C005_0054,C005,2026-07-11,15:13:00,Payment to Payee_B_C005,Payee_B_C005,131.73,Web
T_C006_0054,C006,2026-07-11,18:42:00,Payment to Payee_A_C006,Payee_A_C006,107.62,Web
T_C007_0056,C007,2026-07-11,19:00:00,Payment to Payee_B_C007,Payee_B_C007,16.74,Web
T_C003_0046,C003,2026-07-11,19:58:00,Payment to Payee_A_C003,Payee_A_C003,72.1,Web
T_C004_0055,C004,2026-07-11,20:08:00,Payment to Payee_B_C004,Payee_B_C004,43.14,Web
T_C006_0055,C006,2026-07-11,20:34:00,Payment to Payee_B_C006,Payee_B_C006,65.68,Web
T_C005_0055,C005,2026-07-12,08:13:00,Payment to Payee_C_C005,Payee_C_C005,141.2,Web
T_C002_0057,C002,2026-07-12,09:15:00,Payment to Payee_B_C002,Payee_B_C002,110.81,Web
T_C005_0056,C005,2026-07-12,09:47:00,Payment to Payee_B_C005,Payee_B_C005,149.94,Web
T_C007_0057,C007,2026-07-12,10:56:00,Payment to Payee_B_C007,Payee_B_C007,67.96,Web
T_C007_0058,C007,2026-07-12,13:34:00,Payment to Payee_B_C007,Payee_B_C007,62.55,Web
T_C003_0049,C003,2026-07-12,14:38:00,Payment to Payee_B_C003,Payee_B_C003,84.28,Web
T_C002_0056,C002,2026-07-12,16:00:00,Payment to Payee_A_C002,Payee_A_C002,82.33,Web
T_C006_0057,C006,2026-07-12,16:36:00,Payment to Payee_B_C006,Payee_B_C006,28.28,Web
T_C003_0050,C003,2026-07-12,16:38:00,Payment to Payee_C_C003,Payee_C_C003,70.23,Web
T_C006_0058,C006,2026-07-12,20:21:00,Payment to Payee_A_C006,Payee_A_C006,135.18,Web
T_C007_0059,C007,2026-07-12,20:55:00,Payment to Payee_C_C007,Payee_C_C007,90.93,Web
T_C007_0060,C007,2026-07-13,10:28:00,Payment to Payee_A_C007,Payee_A_C007,20.32,Web
T_C004_0057,C004,2026-07-13,10:39:00,Payment to Payee_A_C004,Payee_A_C004,133.79,Web
T_C001_0049,C001,2026-07-13,12:42:00,Payment to Payee_C_C001,Payee_C_C001,77.96,Web
T_C004_0056,C004,2026-07-13,16:36:00,Payment to Payee_C_C004,Payee_C_C004,61.65,Web
T_C002_0058,C002,2026-07-13,19:30:00,Payment to Payee_B_C002,Payee_B_C002,100.43,Web
T_C005_0057,C005,2026-07-13,19:38:00,Payment to Payee_B_C005,Payee_B_C005,108.53,Web
T_C007_0061,C007,2026-07-14,08:20:00,Payment to Payee_A_C007,Payee_A_C007,46.56,Web
T_C007_0062,C007,2026-07-14,09:21:00,Payment to Payee_B_C007,Payee_B_C007,33.81,Web
T_C003_0051,C003,2026-07-14,14:28:00,Payment to Payee_B_C003,Payee_B_C003,134.33,Web
T_C002_0060,C002,2026-07-14,14:44:00,Payment to Payee_C_C002,Payee_C_C002,44.06,Web
T_C004_0058,C004,2026-07-14,14:45:00,Payment to Payee_C_C004,Payee_C_C004,110.64,Web
T_C004_0059,C004,2026-07-14,14:49:00,Payment to Payee_C_C004,Payee_C_C004,67.32,Web
T_C005_0058,C005,2026-07-14,16:20:00,Payment to Payee_B_C005,Payee_B_C005,118.57,Web
T_C002_0061,C002,2026-07-14,17:23:00,Payment to Payee_C_C002,Payee_C_C002,76.26,Web
T_C001_0050,C001,2026-07-14,19:59:00,Payment to Payee_C_C001,Payee_C_C001,133.53,Web
T_C002_0059,C002,2026-07-14,20:01:00,Payment to Payee_A_C002,Payee_A_C002,23.03,Web
T_C006_0059,C006,2026-07-15,08:07:00,Payment to Payee_A_C006,Payee_A_C006,140.12,Web
T_C005_0061,C005,2026-07-15,09:51:00,Payment to Payee_B_C005,Payee_B_C005,147.38,Web
T_C001_0052,C001,2026-07-15,11:06:00,Payment to Payee_B_C001,Payee_B_C001,23.57,Web
T_C006_0061,C006,2026-07-15,11:44:00,Payment to Payee_C_C006,Payee_C_C006,137.32,Web
T_C001_0051,C001,2026-07-15,11:50:00,Payment to Payee_B_C001,Payee_B_C001,76.22,Web
T_C001_0053,C001,2026-07-15,13:27:00,Payment to Payee_C_C001,Payee_C_C001,67.55,Web
T_C003_0053,C003,2026-07-15,13:27:00,Payment to Payee_B_C003,Payee_B_C003,53.75,Web
T_C005_0060,C005,2026-07-15,13:32:00,Payment to Payee_B_C005,Payee_B_C005,133.59,Web
T_C002_0062,C002,2026-07-15,14:47:00,Payment to Payee_B_C002,Payee_B_C002,87.05,Web
T_C003_0052,C003,2026-07-15,15:25:00,Payment to Payee_A_C003,Payee_A_C003,68.24,Web
T_C006_0060,C006,2026-07-15,15:29:00,Payment to Payee_B_C006,Payee_B_C006,10.09,Web
T_C005_0059,C005,2026-07-15,16:41:00,Payment to Payee_B_C005,Payee_B_C005,60.3,Web
T_C007_0063,C007,2026-07-15,19:04:00,Payment to Payee_A_C007,Payee_A_C007,86.59,Web
T_C002_0063,C002,2026-07-15,19:29:00,Payment to Payee_B_C002,Payee_B_C002,47.93,Web
T_C007_0065,C007,2026-07-16,08:27:00,Payment to Payee_A_C007,Payee_A_C007,141.94,Web
T_C006_0063,C006,2026-07-16,09:41:00,Payment to Payee_A_C006,Payee_A_C006,60.46,Web
T_C002_0064,C002,2026-07-16,09:46:00,Payment to Payee_A_C002,Payee_A_C002,36.96,Web
T_C003_0055,C003,2026-07-16,09:53:00,Payment to Payee_B_C003,Payee_B_C003,21.95,Web
T_C003_0054,C003,2026-07-16,10:43:00,Payment to Payee_A_C003,Payee_A_C003,139.22,Web
T_C006_0062,C006,2026-07-16,10:55:00,Payment to Payee_B_C006,Payee_B_C006,140.58,Web
T_C005_0062,C005,2026-07-16,11:23:00,Payment to Payee_A_C005,Payee_A_C005,53.81,Web
T_C004_0060,C004,2026-07-16,13:41:00,Payment to Payee_B_C004,Payee_B_C004,20.38,Web
T_C007_0064,C007,2026-07-16,17:39:00,Payment to Payee_C_C007,Payee_C_C007,135.05,Web
T_C005_0063,C005,2026-07-16,17:55:00,Payment to Payee_A_C005,Payee_A_C005,40.98,Web
T_C007_0066,C007,2026-07-17,10:03:00,Payment to Payee_A_C007,Payee_A_C007,24.18,Web
T_C004_0061,C004,2026-07-17,10:56:00,Payment to Payee_C_C004,Payee_C_C004,126.07,Web
T_C002_0065,C002,2026-07-17,11:13:00,Payment to Payee_B_C002,Payee_B_C002,113.4,Web
T_C007_0067,C007,2026-07-17,11:26:00,Payment to Payee_C_C007,Payee_C_C007,107.61,Web
T_C006_0065,C006,2026-07-17,14:40:00,Payment to Payee_C_C006,Payee_C_C006,52.77,Web
T_C004_0062,C004,2026-07-17,18:37:00,Payment to Payee_A_C004,Payee_A_C004,35.47,Web
T_C006_0064,C006,2026-07-17,18:57:00,Payment to Payee_A_C006,Payee_A_C006,100.85,Web
T_C007_0068,C007,2026-07-17,19:34:00,Payment to Payee_B_C007,Payee_B_C007,47.14,Web
T_C002_0066,C002,2026-07-18,09:53:00,Payment to Payee_A_C002,Payee_A_C002,37.18,Web
T_C007_0069,C007,2026-07-18,11:06:00,Payment to Payee_C_C007,Payee_C_C007,16.95,Web
T_C002_0067,C002,2026-07-18,13:11:00,Payment to Payee_C_C002,Payee_C_C002,52.32,Web
T_C004_0065,C004,2026-07-18,13:59:00,Payment to Payee_B_C004,Payee_B_C004,109.31,Web
T_C005_0065,C005,2026-07-18,14:18:00,Payment to Payee_B_C005,Payee_B_C005,31.34,Web
T_C006_0066,C006,2026-07-18,14:41:00,Payment to Payee_A_C006,Payee_A_C006,22.77,Web
T_C004_0064,C004,2026-07-18,16:09:00,Payment to Payee_A_C004,Payee_A_C004,52.58,Web
T_C003_0057,C003,2026-07-18,16:35:00,Payment to Payee_A_C003,Payee_A_C003,56.15,Web
T_C007_0070,C007,2026-07-18,16:53:00,Payment to Payee_A_C007,Payee_A_C007,78.73,Web
T_C004_0063,C004,2026-07-18,16:58:00,Payment to Payee_A_C004,Payee_A_C004,131.55,Web
T_C005_0064,C005,2026-07-18,16:59:00,Payment to Payee_C_C005,Payee_C_C005,91.76,Web
T_C003_0056,C003,2026-07-18,20:08:00,Payment to Payee_C_C003,Payee_C_C003,87.89,Web
T_C007_0071,C007,2026-07-19,08:27:00,Payment to Payee_C_C007,Payee_C_C007,22.27,Web
T_C004_0066,C004,2026-07-19,09:16:00,Payment to Payee_C_C004,Payee_C_C004,37.48,Web
T_C001_0056,C001,2026-07-19,10:27:00,Payment to Payee_B_C001,Payee_B_C001,35.69,Web
T_C001_0055,C001,2026-07-19,11:12:00,Payment to Payee_B_C001,Payee_B_C001,36.63,Web
T_C002_0068,C002,2026-07-19,12:02:00,Payment to Payee_C_C002,Payee_C_C002,146.4,Web
T_C004_0067,C004,2026-07-19,12:08:00,Payment to Payee_C_C004,Payee_C_C004,97.5,Web
T_C003_0060,C003,2026-07-19,12:22:00,Payment to Payee_C_C003,Payee_C_C003,24.5,Web
T_C003_0058,C003,2026-07-19,13:55:00,Payment to Payee_B_C003,Payee_B_C003,103.15,Web
T_C005_0066,C005,2026-07-19,14:36:00,Payment to Payee_B_C005,Payee_B_C005,126.67,Web
T_C007_0072,C007,2026-07-19,18:38:00,Payment to Payee_A_C007,Payee_A_C007,77.25,Web
T_C003_0059,C003,2026-07-19,19:03:00,Payment to Payee_C_C003,Payee_C_C003,145.58,Web
T_C001_0054,C001,2026-07-19,19:21:00,Payment to Payee_A_C001,Payee_A_C001,122.08,Web
T_C001_0057,C001,2026-07-20,09:28:00,Payment to Payee_C_C001,Payee_C_C001,123.12,Web
T_C002_0070,C002,2026-07-20,09:55:00,Payment to Payee_B_C002,Payee_B_C002,11.72,Web
T_C003_0061,C003,2026-07-20,10:42:00,Payment to Payee_A_C003,Payee_A_C003,77.51,Web
T_C005_0067,C005,2026-07-20,12:48:00,Payment to Payee_C_C005,Payee_C_C005,125.02,Web
T_C006_0067,C006,2026-07-20,15:04:00,Payment to Payee_A_C006,Payee_A_C006,28.58,Web
T_C005_0068,C005,2026-07-20,18:47:00,Payment to Payee_A_C005,Payee_A_C005,78.68,Web
T_C002_0069,C002,2026-07-20,19:08:00,Payment to Payee_B_C002,Payee_B_C002,99.3,Web
T_C006_0068,C006,2026-07-21,08:00:00,Payment to Payee_A_C006,Payee_A_C006,107.38,Web
T_C005_0069,C005,2026-07-21,10:08:00,Payment to Payee_B_C005,Payee_B_C005,110.84,Web
T_C007_0073,C007,2026-07-21,10:40:00,Payment to Payee_A_C007,Payee_A_C007,50.85,Web
T_C005_0070,C005,2026-07-21,10:58:00,Payment to Payee_C_C005,Payee_C_C005,134.51,Web
T_C006_0070,C006,2026-07-21,11:24:00,Payment to Payee_A_C006,Payee_A_C006,22.51,Web
T_C002_0072,C002,2026-07-21,12:55:00,Payment to Payee_A_C002,Payee_A_C002,76.88,Web
T_C002_0073,C002,2026-07-21,14:31:00,Payment to Payee_C_C002,Payee_C_C002,20.37,Web
T_C006_0069,C006,2026-07-21,14:44:00,Payment to Payee_A_C006,Payee_A_C006,28.5,Web
T_C002_0071,C002,2026-07-21,15:28:00,Payment to Payee_A_C002,Payee_A_C002,57.7,Web
T_C003_0062,C003,2026-07-21,16:23:00,Payment to Payee_B_C003,Payee_B_C003,26.08,Web
T_C003_0063,C003,2026-07-21,17:14:00,Payment to Payee_C_C003,Payee_C_C003,123.01,Web
T_C004_0068,C004,2026-07-21,17:37:00,Payment to Payee_C_C004,Payee_C_C004,31.59,Web
T_C004_0070,C004,2026-07-22,09:02:00,Payment to Payee_C_C004,Payee_C_C004,142.8,Web
T_C007_0074,C007,2026-07-22,09:19:00,Payment to Payee_B_C007,Payee_B_C007,119.88,Web
T_C007_0075,C007,2026-07-22,15:57:00,Payment to Payee_A_C007,Payee_A_C007,102.55,Web
T_C004_0069,C004,2026-07-22,17:02:00,Payment to Payee_A_C004,Payee_A_C004,125.53,Web
T_C007_0076,C007,2026-07-22,18:34:00,Payment to Payee_B_C007,Payee_B_C007,64.25,Web
T_C003_0064,C003,2026-07-23,08:11:00,Payment to Payee_B_C003,Payee_B_C003,48.26,Web
T_C002_0074,C002,2026-07-23,10:51:00,Payment to Payee_B_C002,Payee_B_C002,88.8,Web
T_C007_0077,C007,2026-07-23,13:11:00,Payment to Payee_B_C007,Payee_B_C007,72.41,Web
T_C003_0065,C003,2026-07-23,13:22:00,Payment to Payee_A_C003,Payee_A_C003,10.85,Web
T_C006_0071,C006,2026-07-23,13:56:00,Payment to Payee_B_C006,Payee_B_C006,51.9,Web
T_C007_0078,C007,2026-07-23,15:29:00,Payment to Payee_B_C007,Payee_B_C007,46.88,Web
T_C007_0079,C007,2026-07-23,17:03:00,Payment to Payee_C_C007,Payee_C_C007,31.16,Web
T_C004_0072,C004,2026-07-23,17:40:00,Payment to Payee_C_C004,Payee_C_C004,14.24,Web
T_C004_0071,C004,2026-07-23,18:13:00,Payment to Payee_B_C004,Payee_B_C004,117.37,Web
T_C006_0072,C006,2026-07-23,20:52:00,Payment to Payee_A_C006,Payee_A_C006,115.44,Web
T_C003_0066,C003,2026-07-24,09:09:00,Payment to Payee_A_C003,Payee_A_C003,113.74,Web
T_C006_0073,C006,2026-07-24,09:33:00,Payment to Payee_C_C006,Payee_C_C006,88.86,Web
T_C003_0067,C003,2026-07-24,09:47:00,Payment to Payee_B_C003,Payee_B_C003,84.27,Web
T_C004_0074,C004,2026-07-24,14:19:00,Payment to Payee_C_C004,Payee_C_C004,73.5,Web
T_C003_0068,C003,2026-07-24,14:29:00,Payment to Payee_B_C003,Payee_B_C003,57.73,Web
T_C004_0073,C004,2026-07-24,18:19:00,Payment to Payee_C_C004,Payee_C_C004,77.61,Web
T_C002_0075,C002,2026-07-25,09:35:00,Payment to Payee_C_C002,Payee_C_C002,117.02,Web
T_C001_0058,C001,2026-07-25,10:26:00,Payment to Payee_A_C001,Payee_A_C001,77.99,Web
T_C006_0074,C006,2026-07-25,15:22:00,Payment to Payee_C_C006,Payee_C_C006,111.14,Web
T_C003_0070,C003,2026-07-25,17:05:00,Payment to Payee_A_C003,Payee_A_C003,133.67,Web
T_C003_0069,C003,2026-07-25,19:20:00,Payment to Payee_C_C003,Payee_C_C003,118.76,Web
T_C001_0059,C001,2026-07-26,08:10:00,Payment to Payee_B_C001,Payee_B_C001,63.06,Web
T_C007_0081,C007,2026-07-26,11:35:00,Payment to Payee_B_C007,Payee_B_C007,18.54,Web
T_C001_0061,C001,2026-07-26,12:27:00,Payment to Payee_C_C001,Payee_C_C001,107.52,Web
T_C001_0060,C001,2026-07-26,12:59:00,Payment to Payee_B_C001,Payee_B_C001,119.77,Web
T_C006_0075,C006,2026-07-26,14:39:00,Payment to Payee_A_C006,Payee_A_C006,106.12,Web
T_C004_0075,C004,2026-07-26,15:26:00,Payment to Payee_A_C004,Payee_A_C004,77.8,Web
T_C002_0076,C002,2026-07-26,20:33:00,Payment to Payee_B_C002,Payee_B_C002,63.25,Web
T_C007_0080,C007,2026-07-26,20:34:00,Payment to Payee_C_C007,Payee_C_C007,67.96,Web
T_C003_0071,C003,2026-07-26,20:39:00,Payment to Payee_A_C003,Payee_A_C003,16.97,Web
T_C002_0078,C002,2026-07-27,08:39:00,Payment to Payee_A_C002,Payee_A_C002,144.42,Web
T_C007_0084,C007,2026-07-27,09:25:00,Payment to Payee_C_C007,Payee_C_C007,136.39,Web
T_C001_0062,C001,2026-07-27,10:12:00,Payment to Payee_A_C001,Payee_A_C001,51.54,Web
T_C005_0071,C005,2026-07-27,10:53:00,Payment to Payee_A_C005,Payee_A_C005,98.3,Web
T_C001_0064,C001,2026-07-27,13:03:00,Payment to Payee_B_C001,Payee_B_C001,17.02,Web
T_C004_0077,C004,2026-07-27,13:46:00,Payment to Payee_B_C004,Payee_B_C004,148.32,Web
T_C005_0073,C005,2026-07-27,15:23:00,Payment to Payee_C_C005,Payee_C_C005,18.46,Web
T_C003_0073,C003,2026-07-27,15:26:00,Payment to Payee_C_C003,Payee_C_C003,48.24,Web
T_C003_0072,C003,2026-07-27,15:42:00,Payment to Payee_C_C003,Payee_C_C003,69.36,Web
T_C007_0082,C007,2026-07-27,16:43:00,Payment to Payee_B_C007,Payee_B_C007,131.37,Web
T_C004_0076,C004,2026-07-27,17:09:00,Payment to Payee_C_C004,Payee_C_C004,53.76,Web
T_C002_0077,C002,2026-07-27,17:27:00,Payment to Payee_C_C002,Payee_C_C002,52.75,Web
T_C001_0063,C001,2026-07-27,17:47:00,Payment to Payee_C_C001,Payee_C_C001,85.91,Web
T_C007_0083,C007,2026-07-27,17:56:00,Payment to Payee_B_C007,Payee_B_C007,42.99,Web
T_C005_0072,C005,2026-07-27,19:09:00,Payment to Payee_C_C005,Payee_C_C005,11.28,Web
T_C001_0065,C001,2026-07-28,08:32:00,Payment to Payee_A_C001,Payee_A_C001,21.22,Web
T_C004_0079,C004,2026-07-28,09:20:00,Payment to Payee_A_C004,Payee_A_C004,43.84,Web
